id_user,id_makanan,rekomendasi
9,79,not allowed
9,80,allowed
9,81,not allowed
9,82,allowed
9,83,allowed
9,84,allowed
9,85,allowed
9,86,allowed
9,87,not allowed
9,88,allowed
9,89,allowed
9,90,allowed
9,91,allowed
9,92,allowed
9,93,not allowed
9,94,not allowed
9,95,not allowed
9,96,allowed
9,97,not allowed
9,98,not allowed
9,99,allowed
9,100,not allowed
10,1,allowed
10,2,allowed
10,3,allowed
10,4,allowed
10,5,allowed
10,6,allowed
10,7,allowed
10,8,allowed
10,9,allowed
10,10,allowed
10,11,allowed
10,12,not allowed
10,13,allowed
10,14,allowed
10,15,allowed
10,16,allowed
10,17,allowed
10,18,allowed
10,19,not allowed
10,20,allowed
10,21,allowed
10,22,allowed
10,23,allowed
10,24,allowed
10,25,allowed
10,26,allowed
10,27,allowed
10,28,allowed
10,29,allowed
10,30,allowed
10,31,allowed
10,32,allowed
10,33,allowed
10,34,allowed
10,35,allowed
10,36,allowed
10,37,allowed
10,38,allowed
10,39,allowed
10,40,allowed
10,41,allowed
10,42,allowed
10,43,allowed
10,44,allowed
10,45,allowed
10,46,not allowed
10,47,allowed
10,48,allowed
10,49,allowed
10,50,allowed
10,51,allowed
10,52,allowed
10,53,not allowed
10,54,allowed
10,55,allowed
10,56,not allowed
10,57,not allowed
10,58,allowed
10,59,not allowed
10,60,allowed
10,61,not allowed
10,62,allowed
10,63,allowed
10,64,allowed
10,65,allowed
10,66,allowed
10,67,allowed
10,68,allowed
10,69,allowed
10,70,allowed
10,71,allowed
10,72,allowed
10,73,allowed
10,74,allowed
10,75,allowed
10,76,allowed
10,77,not allowed
10,78,not allowed
10,79,not allowed
10,80,allowed
10,81,not allowed
10,82,allowed
10,83,allowed
10,84,allowed
10,85,allowed
10,86,allowed
10,87,not allowed
10,88,allowed
10,89,allowed
10,90,allowed
10,91,allowed
10,92,allowed
10,93,not allowed
10,94,not allowed
10,95,not allowed
10,96,allowed
10,97,not allowed
10,98,not allowed
10,99,allowed
10,100,not allowed
11,1,allowed
11,2,allowed
11,3,allowed
11,4,allowed
11,5,allowed
11,6,allowed
11,7,allowed
11,8,allowed
11,9,allowed
11,10,allowed
11,11,allowed
11,12,not allowed
11,13,allowed
11,14,allowed
11,15,allowed
11,16,allowed
11,17,allowed
11,18,allowed
11,19,not allowed
11,20,allowed
11,21,allowed
11,22,allowed
11,23,allowed
11,24,allowed
11,25,allowed
11,26,allowed
11,27,allowed
11,28,allowed
11,29,allowed
11,30,allowed
11,31,allowed
11,32,allowed
11,33,allowed
11,34,allowed
11,35,allowed
11,36,allowed
11,37,allowed
11,38,allowed
11,39,allowed
11,40,allowed
11,41,allowed
11,42,allowed
11,43,allowed
11,44,allowed
11,45,allowed
11,46,not allowed
11,47,allowed
11,48,allowed
11,49,allowed
11,50,allowed
11,51,allowed
11,52,allowed
11,53,not allowed
11,54,allowed
11,55,allowed
11,56,not allowed
11,57,not allowed
11,58,allowed
11,59,not allowed
11,60,allowed
11,61,not allowed
11,62,allowed
11,63,allowed
11,64,allowed
11,65,allowed
11,66,allowed
11,67,allowed
11,68,allowed
11,69,allowed
11,70,allowed
11,71,allowed
11,72,allowed
11,73,allowed
11,74,allowed
11,75,allowed
11,76,allowed
11,77,not allowed
11,78,not allowed
11,79,not allowed
11,80,allowed
11,81,not allowed
11,82,allowed
11,83,allowed
11,84,allowed
11,85,allowed
11,86,allowed
11,87,not allowed
11,88,allowed
11,89,allowed
11,90,allowed
11,91,allowed
11,92,allowed
11,93,not allowed
11,94,not allowed
11,95,not allowed
11,96,allowed
11,97,not allowed
11,98,not allowed
11,99,allowed
11,100,not allowed
12,1,allowed
12,2,allowed
12,3,allowed
12,4,allowed
12,5,allowed
12,6,allowed
12,7,allowed
12,8,allowed
12,9,allowed
12,10,allowed
12,11,allowed
12,12,not allowed
12,13,allowed
12,14,allowed
12,15,allowed
12,16,allowed
12,17,allowed
12,18,allowed
12,19,not allowed
12,20,allowed
12,21,allowed
12,22,allowed
12,23,allowed
12,24,allowed
12,25,allowed
12,26,allowed
12,27,allowed
12,28,allowed
12,29,allowed
12,30,allowed
12,31,allowed
12,32,allowed
12,33,allowed
12,34,allowed
12,35,allowed
12,36,allowed
12,37,allowed
12,38,allowed
12,39,allowed
12,40,allowed
12,41,allowed
12,42,allowed
12,43,allowed
12,44,allowed
12,45,allowed
12,46,not allowed
12,47,allowed
12,48,allowed
12,49,allowed
12,50,allowed
12,51,allowed
12,52,allowed
12,53,not allowed
12,54,allowed
12,55,allowed
12,56,not allowed
12,57,not allowed
12,58,allowed
12,59,not allowed
12,60,allowed
12,61,not allowed
12,62,allowed
12,63,allowed
12,64,allowed
12,65,allowed
12,66,allowed
12,67,allowed
12,68,allowed
12,69,allowed
12,70,allowed
12,71,allowed
12,72,allowed
12,73,allowed
12,74,allowed
12,75,allowed
12,76,allowed
12,77,not allowed
12,78,not allowed
12,79,not allowed
12,80,allowed
12,81,not allowed
12,82,allowed
12,83,allowed
12,84,allowed
12,85,allowed
12,86,allowed
12,87,not allowed
12,88,allowed
12,89,allowed
12,90,allowed
12,91,allowed
12,92,allowed
12,93,not allowed
12,94,not allowed
12,95,not allowed
12,96,allowed
12,97,not allowed
12,98,not allowed
12,99,allowed
12,100,not allowed
13,1,allowed
13,2,allowed
13,3,allowed
13,4,allowed
13,5,allowed
13,6,allowed
13,7,allowed
13,8,allowed
13,9,allowed
13,10,allowed
13,11,allowed
13,12,not allowed
13,13,allowed
13,14,allowed
13,15,allowed
13,16,allowed
13,17,allowed
13,18,allowed
13,19,not allowed
13,20,allowed
13,21,allowed
13,22,allowed
13,23,allowed
13,24,allowed
13,25,allowed
13,26,allowed
13,27,allowed
13,28,allowed
13,29,allowed
13,30,allowed
13,31,allowed
13,32,allowed
13,33,allowed
13,34,allowed
13,35,allowed
13,36,allowed
13,37,allowed
13,38,allowed
13,39,allowed
13,40,allowed
13,41,allowed
13,42,allowed
13,43,allowed
13,44,allowed
13,45,allowed
13,46,not allowed
13,47,allowed
13,48,allowed
13,49,allowed
13,50,allowed
13,51,allowed
13,52,allowed
13,53,not allowed
13,54,allowed
13,55,allowed
13,56,not allowed
13,57,not allowed
13,58,allowed
13,59,not allowed
13,60,allowed
13,61,not allowed
13,62,allowed
13,63,allowed
13,64,allowed
13,65,allowed
13,66,allowed
13,67,allowed
13,68,allowed
13,69,allowed
13,70,allowed
13,71,allowed
13,72,allowed
13,73,allowed
13,74,allowed
13,75,allowed
13,76,allowed
13,77,not allowed
13,78,not allowed
13,79,not allowed
13,80,allowed
13,81,not allowed
13,82,allowed
13,83,allowed
13,84,allowed
13,85,allowed
13,86,allowed
13,87,not allowed
13,88,allowed
13,89,allowed
13,90,allowed
13,91,allowed
13,92,allowed
13,93,not allowed
13,94,not allowed
13,95,not allowed
13,96,allowed
13,97,not allowed
13,98,not allowed
13,99,allowed
13,100,not allowed
14,1,allowed
14,2,allowed
14,3,allowed
14,4,allowed
14,5,allowed
14,6,allowed
14,7,allowed
14,8,allowed
14,9,allowed
14,10,allowed
14,11,allowed
14,12,not allowed
14,13,allowed
14,14,allowed
14,15,allowed
14,16,allowed
14,17,allowed
14,18,allowed
14,19,not allowed
14,20,allowed
14,21,allowed
14,22,allowed
14,23,allowed
14,24,allowed
14,25,allowed
14,26,allowed
14,27,allowed
14,28,allowed
14,29,allowed
14,30,allowed
14,31,allowed
14,32,allowed
14,33,allowed
14,34,allowed
14,35,allowed
14,36,allowed
14,37,allowed
14,38,allowed
14,39,allowed
14,40,allowed
14,41,allowed
14,42,allowed
14,43,allowed
14,44,allowed
14,45,allowed
14,46,not allowed
14,47,allowed
14,48,allowed
14,49,allowed
14,50,allowed
14,51,allowed
14,52,allowed
14,53,not allowed
14,54,allowed
14,55,allowed
14,56,not allowed
14,57,not allowed
14,58,allowed
14,59,not allowed
14,60,allowed
14,61,not allowed
14,62,allowed
14,63,allowed
14,64,allowed
14,65,allowed
14,66,allowed
14,67,allowed
14,68,allowed
14,69,allowed
14,70,allowed
14,71,allowed
14,72,allowed
14,73,allowed
14,74,allowed
14,75,allowed
14,76,allowed
14,77,not allowed
14,78,not allowed
14,79,not allowed
14,80,allowed
14,81,not allowed
14,82,allowed
14,83,allowed
14,84,allowed
14,85,allowed
14,86,allowed
14,87,not allowed
14,88,allowed
14,89,allowed
14,90,allowed
14,91,allowed
14,92,allowed
14,93,not allowed
14,94,not allowed
14,95,not allowed
14,96,allowed
14,97,not allowed
14,98,not allowed
14,99,allowed
14,100,not allowed
15,1,allowed
15,2,allowed
15,3,allowed
15,4,allowed
15,5,allowed
15,6,allowed
15,7,allowed
15,8,allowed
15,9,allowed
15,10,allowed
15,11,allowed
15,12,not allowed
15,13,allowed
15,14,allowed
15,15,allowed
15,16,allowed
15,17,allowed
15,18,allowed
15,19,not allowed
15,20,allowed
15,21,allowed
15,22,allowed
15,23,allowed
15,24,allowed
15,25,allowed
15,26,allowed
15,27,allowed
15,28,allowed
15,29,allowed
15,30,allowed
15,31,allowed
15,32,allowed
15,33,allowed
15,34,allowed
15,35,not allowed
15,36,allowed
15,37,not allowed
15,38,not allowed
15,39,allowed
15,40,allowed
15,41,allowed
15,42,allowed
15,43,allowed
15,44,allowed
15,45,allowed
15,46,allowed
15,47,allowed
15,48,allowed
15,49,allowed
15,50,allowed
15,51,allowed
15,52,allowed
15,53,allowed
15,54,allowed
15,55,allowed
15,56,allowed
15,57,not allowed
15,58,allowed
15,59,allowed
15,60,allowed
15,61,not allowed
15,62,allowed
15,63,allowed
15,64,allowed
15,65,allowed
15,66,allowed
15,67,allowed
15,68,allowed
15,69,allowed
15,70,allowed
15,71,allowed
15,72,allowed
15,73,allowed
15,74,allowed
15,75,allowed
15,76,allowed
15,77,not allowed
15,78,not allowed
15,79,not allowed
15,80,allowed
15,81,not allowed
15,82,not allowed
15,83,allowed
15,84,allowed
15,85,allowed
15,86,allowed
15,87,not allowed
15,88,allowed
15,89,allowed
15,90,not allowed
15,91,allowed
15,92,allowed
15,93,not allowed
15,94,not allowed
15,95,not allowed
15,96,allowed
15,97,not allowed
15,98,not allowed
15,99,allowed
15,100,not allowed
16,1,allowed
16,2,allowed
16,3,allowed
16,4,allowed
16,5,allowed
16,6,allowed
16,7,allowed
16,8,allowed
16,9,allowed
16,10,allowed
16,11,allowed
16,12,not allowed
16,13,allowed
16,14,allowed
16,15,allowed
16,16,allowed
16,17,allowed
16,18,allowed
16,19,not allowed
16,20,allowed
16,21,allowed
16,22,allowed
16,23,allowed
16,24,allowed
16,25,allowed
16,26,allowed
16,27,allowed
16,28,allowed
16,29,allowed
16,30,allowed
16,31,allowed
16,32,allowed
16,33,allowed
16,34,allowed
16,35,not allowed
16,36,allowed
16,37,not allowed
16,38,not allowed
16,39,allowed
16,40,allowed
16,41,allowed
16,42,allowed
16,43,allowed
16,44,allowed
16,45,allowed
16,46,allowed
16,47,allowed
16,48,allowed
16,49,allowed
16,50,allowed
16,51,allowed
16,52,allowed
16,53,allowed
16,54,allowed
16,55,allowed
16,56,allowed
16,57,not allowed
16,58,allowed
16,59,allowed
16,60,allowed
16,61,not allowed
16,62,allowed
16,63,allowed
16,64,allowed
16,65,allowed
16,66,allowed
16,67,allowed
16,68,allowed
16,69,allowed
16,70,allowed
16,71,allowed
16,72,allowed
16,73,allowed
16,74,allowed
16,75,allowed
16,76,allowed
16,77,not allowed
16,78,not allowed
16,79,not allowed
16,80,allowed
16,81,not allowed
16,82,not allowed
16,83,allowed
16,84,allowed
16,85,allowed
16,86,allowed
16,87,not allowed
16,88,allowed
16,89,allowed
16,90,not allowed
16,91,allowed
16,92,allowed
16,93,not allowed
16,94,not allowed
16,95,not allowed
16,96,allowed
16,97,not allowed
16,98,not allowed
16,99,allowed
16,100,not allowed
17,1,allowed
17,2,allowed
17,3,allowed
17,4,allowed
17,5,allowed
17,6,allowed
17,7,allowed
17,8,allowed
17,9,allowed
17,10,allowed
17,11,allowed
17,12,not allowed
17,13,allowed
17,14,allowed
17,15,allowed
17,16,allowed
17,17,allowed
17,18,allowed
17,19,not allowed
17,20,allowed
17,21,allowed
17,22,allowed
17,23,allowed
17,24,allowed
17,25,allowed
17,26,allowed
17,27,allowed
17,28,allowed
17,29,allowed
17,30,allowed
17,31,allowed
17,32,allowed
17,33,allowed
17,34,allowed
17,35,not allowed
17,36,allowed
17,37,not allowed
17,38,not allowed
17,39,allowed
17,40,allowed
17,41,allowed
17,42,allowed
17,43,allowed
17,44,allowed
17,45,allowed
17,46,allowed
17,47,allowed
17,48,allowed
17,49,allowed
17,50,allowed
17,51,allowed
17,52,allowed
17,53,allowed
17,54,allowed
17,55,allowed
17,56,allowed
17,57,not allowed
17,58,allowed
17,59,allowed
17,60,allowed
17,61,not allowed
17,62,allowed
17,63,allowed
17,64,allowed
17,65,allowed
17,66,allowed
17,67,allowed
17,68,allowed
17,69,allowed
17,70,allowed
17,71,allowed
17,72,allowed
17,73,allowed
17,74,allowed
17,75,allowed
17,76,allowed
17,77,not allowed
17,78,not allowed
17,79,not allowed
17,80,allowed
17,81,not allowed
17,82,not allowed
17,83,allowed
17,84,allowed
17,85,allowed
17,86,allowed
17,87,not allowed
17,88,allowed
17,89,allowed
17,90,not allowed
17,91,allowed
17,92,allowed
17,93,not allowed
17,94,not allowed
17,95,not allowed
17,96,allowed
17,97,not allowed
17,98,not allowed
17,99,allowed
17,100,not allowed
18,1,allowed
18,2,allowed
